firstName,lastName,email,department,position,basicSalary,gender,phone,dateJoined
Isaac,Nkansah,isaac.nkansah.219@thenoveltyconcepts.com,Legal,Paralegal,5120,Female,+233209061988,2024-01-29
Adjoa,Donkor,adjoa.donkor.220@thenoveltyconcepts.com,Legal,Legal Assistant,5722,Female,+233202622282,2022-07-02
Kofi,Annan,kofi.annan.221@thenoveltyconcepts.com,HR,HR Officer,8863,Female,+233202778402,2016-10-22
Sampson,Adu,sampson.adu.222@thenoveltyconcepts.com,Legal,Legal Assistant,6913,Male,+233202387080,2018-10-30
Abigail,Acheampong,abigail.acheampong.223@thenoveltyconcepts.com,Marketing,Marketing Executive,7937,Male,+233207938608,2025-06-29
Kwaku,Oppong,kwaku.oppong.224@thenoveltyconcepts.com,Finance,Financial Analyst,4367,Male,+233204095324,2024-11-13
Sampson,Tetteh,sampson.tetteh.225@thenoveltyconcepts.com,Sales,Sales Manager,14529,Male,+233203756596,2017-12-22
Patricia,Yiadom,patricia.yiadom.226@thenoveltyconcepts.com,Sales,Sales Representative,4418,Female,+233208213018,2023-09-18
Abigail,Kwarteng,abigail.kwarteng.227@thenoveltyconcepts.com,HR,HR Manager,18218,Female,+233205873768,2018-03-07
Akosua,Oppong,akosua.oppong.228@thenoveltyconcepts.com,Legal,Legal Assistant,4860,Female,+233204703004,2023-12-21
Emmanuel,Yeboah,emmanuel.yeboah.229@thenoveltyconcepts.com,Sales,Sales Manager,23214,Male,+233204156160,2016-03-04
Rita,Yeboah,rita.yeboah.230@thenoveltyconcepts.com,Marketing,Marketing Manager,23086,Male,+233204192050,2022-02-13
Gifty,Yeboah,gifty.yeboah.231@thenoveltyconcepts.com,IT,System Administrator,10666,Male,+233208162480,2017-06-29
Afia,Asare,afia.asare.232@thenoveltyconcepts.com,IT,IT Support Specialist,5659,Female,+233202276946,2025-06-28
Kow,Oppong,kow.oppong.233@thenoveltyconcepts.com,Sales,Business Development Assoc.,3363,Male,+233204602029,2017-01-05
Akosua,Frimpong,akosua.frimpong.234@thenoveltyconcepts.com,HR,HR Officer,3456,Male,+233206489143,2019-12-20
Patricia,Yeboah,patricia.yeboah.235@thenoveltyconcepts.com,IT,Software Engineer,10084,Male,+233203718830,2019-09-08
Kwame,Annan,kwame.annan.236@thenoveltyconcepts.com,Legal,Legal Assistant,5229,Male,+233202195930,2017-11-10
Daniel,Yeboah,daniel.yeboah.237@thenoveltyconcepts.com,Marketing,Marketing Executive,5238,Female,+233203545720,2016-01-23
Abigail,Adu,abigail.adu.238@thenoveltyconcepts.com,HR,Benefits Coordinator,4786,Male,+233208513008,2016-07-12
Daniel,Yiadom,daniel.yiadom.239@thenoveltyconcepts.com,HR,Benefits Coordinator,7926,Female,+233201453241,2021-07-13
Kwame,Baah,kwame.baah.240@thenoveltyconcepts.com,Operations,Operations Officer,5973,Male,+233203726974,2024-07-28
Gifty,Boateng,gifty.boateng.241@thenoveltyconcepts.com,Marketing,Social Media Manager,7844,Male,+233205534039,2020-11-28
Blessing,Acheampong,blessing.acheampong.242@thenoveltyconcepts.com,IT,DevOps Engineer,9361,Male,+233204735429,2023-01-14
Kwesi,Danquah,kwesi.danquah.243@thenoveltyconcepts.com,Marketing,Marketing Manager,22645,Female,+233205451917,2024-01-22
Isaac,Annan,isaac.annan.244@thenoveltyconcepts.com,Marketing,Social Media Manager,6988,Female,+233207611414,2017-02-14
Yaa,Appiah,yaa.appiah.245@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,10044,Female,+233207447418,2020-12-10
Rita,Adjei,rita.adjei.246@thenoveltyconcepts.com,Operations,Logistics Coordinator,6378,Female,+233207686886,2025-01-29
Isaac,Sarpong,isaac.sarpong.247@thenoveltyconcepts.com,Legal,Legal Manager,12526,Male,+233203771708,2025-03-14
Ebenezer,Kwarteng,ebenezer.kwarteng.248@thenoveltyconcepts.com,Operations,Logistics Coordinator,7804,Male,+233207480412,2016-12-04
Abena,Gyamfi,abena.gyamfi.249@thenoveltyconcepts.com,IT,System Administrator,9028,Male,+233205355437,2023-03-18
Sampson,Annan,sampson.annan.250@thenoveltyconcepts.com,Operations,Admin Assistant,9273,Male,+233209228968,2025-01-04
Blessing,Nkansah,blessing.nkansah.251@thenoveltyconcepts.com,Operations,Logistics Coordinator,8234,Female,+233208582295,2019-12-19
Kwesi,Amankwah,kwesi.amankwah.252@thenoveltyconcepts.com,Legal,Legal Assistant,4032,Female,+233201526212,2017-12-08
Michael,Amankwah,michael.amankwah.253@thenoveltyconcepts.com,IT,IT Manager,23991,Female,+233201427811,2018-04-26
Samuel,Adjei,samuel.adjei.254@thenoveltyconcepts.com,Legal,Compliance Officer,6001,Female,+233207631711,2022-05-07
Rita,Adu,rita.adu.255@thenoveltyconcepts.com,HR,HR Manager,24769,Male,+233208264973,2018-05-23
Emmanuel,Nkansah,emmanuel.nkansah.256@thenoveltyconcepts.com,HR,HR Manager,19583,Female,+233206432017,2024-09-30
Samuel,Amankwah,samuel.amankwah.257@thenoveltyconcepts.com,Sales,Account Executive,8685,Male,+233206529542,2024-09-19
Akosua,Donkor,akosua.donkor.258@thenoveltyconcepts.com,Operations,Admin Assistant,8128,Male,+233206623705,2017-09-22
Akua,Danquah,akua.danquah.259@thenoveltyconcepts.com,Marketing,Content Creator,5500,Female,+233201847742,2022-05-15
Prince,Bonsu,prince.bonsu.260@thenoveltyconcepts.com,Legal,Head of Legal,24375,Female,+233206933927,2016-08-18
Rita,Danquah,rita.danquah.261@thenoveltyconcepts.com,Marketing,SEO Specialist,10474,Male,+233208635684,2017-06-28
Akosua,Donkor,akosua.donkor.262@thenoveltyconcepts.com,IT,IT Support Specialist,9172,Male,+233205499034,2025-10-04
Kow,Appiah,kow.appiah.263@thenoveltyconcepts.com,Sales,Account Executive,6351,Female,+233209738534,2025-06-25
Rita,Bonsu,rita.bonsu.264@thenoveltyconcepts.com,Finance,Payroll Clerk,4171,Female,+233201527813,2023-03-30
Nana,Mensah,nana.mensah.265@thenoveltyconcepts.com,Sales,Business Development Assoc.,6672,Male,+233203177810,2023-12-14
Kojo,Appiah,kojo.appiah.266@thenoveltyconcepts.com,HR,Benefits Coordinator,6918,Male,+233204938018,2017-11-04
Samuel,Yeboah,samuel.yeboah.267@thenoveltyconcepts.com,HR,Benefits Coordinator,7819,Male,+233209724000,2016-01-14
Isaac,Boateng,isaac.boateng.268@thenoveltyconcepts.com,Operations,Operations Officer,4108,Female,+233202091266,2022-02-07
Ebenezer,Donkor,ebenezer.donkor.269@thenoveltyconcepts.com,Finance,Financial Analyst,10931,Male,+233205525761,2017-01-02
Samuel,Adu,samuel.adu.270@thenoveltyconcepts.com,Sales,Account Executive,7651,Female,+233208840138,2024-07-23
Ebenezer,Asare,ebenezer.asare.271@thenoveltyconcepts.com,Legal,Legal Assistant,10147,Female,+233204460344,2016-10-01
Nana,Sarpong,nana.sarpong.272@thenoveltyconcepts.com,Operations,Operations Officer,10112,Female,+233204068880,2017-09-19
Patricia,Annan,patricia.annan.273@thenoveltyconcepts.com,Legal,Legal Assistant,10156,Male,+233207558627,2017-03-02
Yaa,Bonsu,yaa.bonsu.274@thenoveltyconcepts.com,Finance,Accountant,10749,Male,+233203704152,2017-02-24
Abigail,Osei,abigail.osei.275@thenoveltyconcepts.com,Operations,Facility Coordinator,3155,Female,+233209077479,2022-12-12
Afia,Osei,afia.osei.276@thenoveltyconcepts.com,Operations,Facility Coordinator,10318,Male,+233208221903,2025-03-15
Samuel,Oppong,samuel.oppong.277@thenoveltyconcepts.com,IT,Software Engineer,10851,Female,+233202683080,2017-10-04
Ama,Mensah,ama.mensah.278@thenoveltyconcepts.com,Operations,Logistics Coordinator,10230,Female,+233207524188,2021-01-09
Akosua,Tetteh,akosua.tetteh.279@thenoveltyconcepts.com,Finance,Auditor,4701,Male,+233203645891,2019-07-28
Afia,Yiadom,afia.yiadom.280@thenoveltyconcepts.com,IT,Software Engineer,5147,Male,+233208052342,2019-09-23
Nana,Yeboah,nana.yeboah.281@thenoveltyconcepts.com,IT,Software Engineer,9470,Female,+233208660622,2017-04-24
Yaw,Turkson,yaw.turkson.282@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,5760,Male,+233203788199,2017-01-20
Prince,Adu,prince.adu.283@thenoveltyconcepts.com,IT,IT Support Specialist,7398,Male,+233208534573,2023-03-07
Samuel,Baah,samuel.baah.284@thenoveltyconcepts.com,Finance,Accountant,4403,Male,+233207658994,2018-02-22
Prince,Yeboah,prince.yeboah.285@thenoveltyconcepts.com,Operations,Facility Coordinator,4399,Female,+233207741070,2020-02-11
Blessing,Annan,blessing.annan.286@thenoveltyconcepts.com,Legal,Paralegal,9466,Female,+233203495146,2017-05-31
Ebenezer,Kwarteng,ebenezer.kwarteng.287@thenoveltyconcepts.com,Operations,Operations Officer,7585,Male,+233204258429,2022-07-04
Ebenezer,Tetteh,ebenezer.tetteh.288@thenoveltyconcepts.com,Sales,Director,23323,Female,+233204890231,2019-01-08
Kwame,Adjei,kwame.adjei.289@thenoveltyconcepts.com,Finance,Head of Finance,19888,Female,+233208525934,2021-05-14
Yaw,Yeboah,yaw.yeboah.290@thenoveltyconcepts.com,Marketing,Content Creator,4756,Male,+233201357314,2018-09-25
Samuel,Donkor,samuel.donkor.291@thenoveltyconcepts.com,Sales,Account Executive,10858,Male,+233209492344,2024-10-16
Yaa,Adu,yaa.adu.292@thenoveltyconcepts.com,IT,QA Analyst,8386,Male,+233205911618,2024-04-14
Afia,Bonsu,afia.bonsu.293@thenoveltyconcepts.com,Sales,Account Executive,6582,Male,+233207696164,2022-12-18
Afia,Yiadom,afia.yiadom.294@thenoveltyconcepts.com,Operations,Logistics Coordinator,5998,Male,+233202672106,2017-03-03
Daniel,Adjei,daniel.adjei.295@thenoveltyconcepts.com,IT,IT Support Specialist,5227,Female,+233208680775,2021-03-11
Afia,Danquah,afia.danquah.296@thenoveltyconcepts.com,Operations,Operations Officer,9271,Female,+233201383840,2022-02-22
Kwame,Baah,kwame.baah.297@thenoveltyconcepts.com,Operations,Operations Manager,23697,Female,+233206426229,2024-09-10
Prince,Amankwah,prince.amankwah.298@thenoveltyconcepts.com,Finance,Auditor,3895,Female,+233206359206,2017-02-10
Yaw,Oppong,yaw.oppong.299@thenoveltyconcepts.com,Operations,Operations Officer,7086,Female,+233208447299,2017-09-16
Nana,Kwarteng,nana.kwarteng.300@thenoveltyconcepts.com,Operations,Logistics Coordinator,7229,Male,+233206785634,2022-02-04
Blessing,Danquah,blessing.danquah.301@thenoveltyconcepts.com,Marketing,Social Media Manager,3944,Male,+233206492833,2017-06-30
Yaa,Gyamfi,yaa.gyamfi.302@thenoveltyconcepts.com,Sales,Account Executive,7230,Male,+233202271307,2020-09-15
Kwesi,Nkansah,kwesi.nkansah.303@thenoveltyconcepts.com,Operations,Logistics Coordinator,5058,Male,+233202789771,2016-09-09
Prince,Quansah,prince.quansah.304@thenoveltyconcepts.com,Legal,Compliance Officer,7521,Female,+233205549154,2019-03-28
Kwaku,Oppong,kwaku.oppong.305@thenoveltyconcepts.com,Marketing,Marketing Manager,19141,Female,+233201891070,2018-07-31
Kwaku,Donkor,kwaku.donkor.306@thenoveltyconcepts.com,Finance,Financial Analyst,5644,Male,+233206430578,2018-03-30
Abigail,Nkansah,abigail.nkansah.307@thenoveltyconcepts.com,IT,IT Support Specialist,9615,Male,+233208669773,2025-12-29
Prince,Yeboah,prince.yeboah.308@thenoveltyconcepts.com,IT,DevOps Engineer,8340,Female,+233201072333,2022-03-21
Nana,Mensah,nana.mensah.309@thenoveltyconcepts.com,Operations,Facility Coordinator,10678,Male,+233202733560,2017-06-17
Kwaku,Adjei,kwaku.adjei.310@thenoveltyconcepts.com,Legal,Compliance Officer,3540,Male,+233203356483,2023-09-21
Kwame,Annan,kwame.annan.311@thenoveltyconcepts.com,Operations,Admin Assistant,10639,Male,+233206163546,2021-06-07
Michael,Appiah,michael.appiah.312@thenoveltyconcepts.com,Marketing,Social Media Manager,8731,Male,+233202738530,2024-03-29
Ama,Boateng,ama.boateng.313@thenoveltyconcepts.com,HR,HR Manager,20004,Male,+233207304290,2018-03-02
Maame,Acheampong,maame.acheampong.314@thenoveltyconcepts.com,Legal,Compliance Officer,9682,Male,+233203393404,2016-12-29
Emmanuel,Sarpong,emmanuel.sarpong.315@thenoveltyconcepts.com,Legal,Paralegal,5534,Female,+233205525675,2025-03-05
Nana,Owusu,nana.owusu.316@thenoveltyconcepts.com,Operations,Operations Officer,10534,Female,+233209722184,2025-10-15
Afia,Boateng,afia.boateng.317@thenoveltyconcepts.com,Sales,Account Executive,6210,Female,+233204724780,2019-07-22
Ebenezer,Owusu,ebenezer.owusu.318@thenoveltyconcepts.com,HR,Benefits Coordinator,10034,Female,+233209379363,2022-09-06
Ebenezer,Kwarteng,ebenezer.kwarteng.319@thenoveltyconcepts.com,Finance,Payroll Clerk,10360,Male,+233201388227,2016-08-18
Gifty,Owusu,gifty.owusu.320@thenoveltyconcepts.com,Sales,Business Development Assoc.,7635,Male,+233203096044,2025-08-25
Afia,Tetteh,afia.tetteh.321@thenoveltyconcepts.com,Finance,Payroll Clerk,10090,Female,+233207389990,2022-08-12
Kofi,Turkson,kofi.turkson.322@thenoveltyconcepts.com,Operations,Admin Assistant,4716,Male,+233206419935,2020-07-24
Abigail,Baah,abigail.baah.323@thenoveltyconcepts.com,HR,HR Assistant,8348,Female,+233208345632,2021-04-19
Ebenezer,Gyamfi,ebenezer.gyamfi.324@thenoveltyconcepts.com,Sales,Sales Representative,5787,Female,+233204920444,2017-12-13
Adjoa,Yeboah,adjoa.yeboah.325@thenoveltyconcepts.com,Legal,Paralegal,9007,Female,+233203049440,2022-01-10
Ebenezer,Turkson,ebenezer.turkson.326@thenoveltyconcepts.com,Sales,Sales Manager,18049,Female,+233204294766,2017-10-12
Adjoa,Appiah,adjoa.appiah.327@thenoveltyconcepts.com,HR,HR Manager,18078,Male,+233205824390,2017-11-17
Kow,Asare,kow.asare.328@thenoveltyconcepts.com,Sales,Account Executive,9543,Female,+233204966988,2024-08-19
Afia,Owusu,afia.owusu.329@thenoveltyconcepts.com,Legal,Paralegal,5820,Male,+233204715929,2016-01-17
Kojo,Bonsu,kojo.bonsu.330@thenoveltyconcepts.com,HR,Benefits Coordinator,4198,Female,+233203572358,2025-01-12
Blessing,Kwarteng,blessing.kwarteng.331@thenoveltyconcepts.com,IT,IT Support Specialist,3451,Male,+233207648527,2020-06-09
Yaw,Boateng,yaw.boateng.332@thenoveltyconcepts.com,Legal,Legal Assistant,5964,Female,+233209021631,2017-07-27
Emmanuel,Amankwah,emmanuel.amankwah.333@thenoveltyconcepts.com,Operations,Facility Coordinator,4038,Female,+233201736207,2018-02-17
Michael,Amankwah,michael.amankwah.334@thenoveltyconcepts.com,Sales,Business Development Assoc.,3361,Female,+233205287851,2017-04-02
Maame,Nkansah,maame.nkansah.335@thenoveltyconcepts.com,Finance,Payroll Clerk,8208,Female,+233202735215,2022-08-18
Yaw,Acheampong,yaw.acheampong.336@thenoveltyconcepts.com,Marketing,Content Creator,7395,Female,+233202976445,2017-03-04
Ebenezer,Nkansah,ebenezer.nkansah.337@thenoveltyconcepts.com,Legal,Paralegal,5251,Female,+233207906567,2017-07-20
Kwesi,Oppong,kwesi.oppong.338@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,10413,Male,+233205021826,2021-04-15
Abigail,Owusu,abigail.owusu.339@thenoveltyconcepts.com,Marketing,Social Media Manager,3188,Female,+233208844031,2017-08-29
Daniel,Osei,daniel.osei.340@thenoveltyconcepts.com,Marketing,Content Creator,10826,Male,+233208928506,2022-06-06
Yaw,Sarpong,yaw.sarpong.341@thenoveltyconcepts.com,Legal,Paralegal,7877,Male,+233205698195,2025-08-08
Kojo,Adjei,kojo.adjei.342@thenoveltyconcepts.com,IT,IT Support Specialist,9755,Male,+233209571882,2018-04-05
Ebenezer,Owusu,ebenezer.owusu.343@thenoveltyconcepts.com,Marketing,Content Creator,4903,Male,+233209626244,2016-07-13
Maame,Yeboah,maame.yeboah.344@thenoveltyconcepts.com,Finance,Payroll Clerk,6807,Female,+233206579945,2016-09-19
Patricia,Boateng,patricia.boateng.345@thenoveltyconcepts.com,Finance,Payroll Clerk,5145,Male,+233208047102,2019-01-05
Patricia,Nkansah,patricia.nkansah.346@thenoveltyconcepts.com,Finance,Finance Manager,14455,Female,+233201423410,2016-07-01
Emmanuel,Baah,emmanuel.baah.347@thenoveltyconcepts.com,Sales,Business Development Assoc.,10123,Female,+233201245516,2023-07-23
Nana,Frimpong,nana.frimpong.348@thenoveltyconcepts.com,Operations,Facility Coordinator,5634,Male,+233201865664,2022-11-08
Kwaku,Gyamfi,kwaku.gyamfi.349@thenoveltyconcepts.com,Marketing,Social Media Manager,10014,Male,+233209468418,2025-11-14
Michael,Turkson,michael.turkson.350@thenoveltyconcepts.com,Sales,Account Executive,5807,Female,+233209347820,2018-09-03
Kow,Turkson,kow.turkson.351@thenoveltyconcepts.com,Operations,Admin Assistant,3630,Female,+233209107529,2022-02-10
Kwesi,Baah,kwesi.baah.352@thenoveltyconcepts.com,Finance,Accountant,3610,Female,+233209186521,2020-04-08
Ebenezer,Adjei,ebenezer.adjei.353@thenoveltyconcepts.com,Finance,Accountant,5276,Female,+233206094667,2019-12-24
Prince,Tetteh,prince.tetteh.354@thenoveltyconcepts.com,Marketing,Content Creator,3171,Male,+233202266438,2016-03-05
Rita,Appiah,rita.appiah.355@thenoveltyconcepts.com,Sales,Business Development Assoc.,4317,Male,+233208921441,2025-05-14
Yaw,Amankwah,yaw.amankwah.356@thenoveltyconcepts.com,IT,DevOps Engineer,4164,Female,+233205081290,2025-11-19
Abigail,Mensah,abigail.mensah.357@thenoveltyconcepts.com,Marketing,Marketing Manager,21640,Female,+233206987019,2016-05-30
Kofi,Donkor,kofi.donkor.358@thenoveltyconcepts.com,Legal,Compliance Officer,7876,Female,+233203914229,2019-01-24
Michael,Frimpong,michael.frimpong.359@thenoveltyconcepts.com,Operations,Admin Assistant,4427,Female,+233202545460,2022-08-31
Akua,Owusu,akua.owusu.360@thenoveltyconcepts.com,Marketing,Content Creator,4698,Male,+233202099558,2023-11-19
Kofi,Quansah,kofi.quansah.361@thenoveltyconcepts.com,HR,HR Assistant,9034,Female,+233203405633,2017-05-06
Sampson,Sarpong,sampson.sarpong.362@thenoveltyconcepts.com,IT,Software Engineer,3552,Female,+233209713713,2024-06-06
Ebenezer,Kwarteng,ebenezer.kwarteng.363@thenoveltyconcepts.com,Finance,Payroll Clerk,4287,Female,+233204108463,2018-04-20
Kow,Sarpong,kow.sarpong.364@thenoveltyconcepts.com,Operations,Logistics Coordinator,10999,Female,+233203241736,2023-08-28
Akosua,Frimpong,akosua.frimpong.365@thenoveltyconcepts.com,Finance,Payroll Clerk,6962,Male,+233203691993,2020-10-11
Blessing,Acheampong,blessing.acheampong.366@thenoveltyconcepts.com,IT,QA Analyst,9981,Male,+233201540667,2024-01-11
Abena,Gyamfi,abena.gyamfi.367@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9821,Male,+233207740852,2025-05-26
Kofi,Owusu,kofi.owusu.368@thenoveltyconcepts.com,Sales,Sales Representative,10611,Female,+233206693840,2025-08-18
Prince,Annan,prince.annan.369@thenoveltyconcepts.com,IT,IT Support Specialist,7357,Female,+233201816931,2023-11-09
Kwaku,Gyamfi,kwaku.gyamfi.370@thenoveltyconcepts.com,Operations,Logistics Coordinator,6695,Male,+233208350543,2025-06-25
Michael,Osei,michael.osei.371@thenoveltyconcepts.com,IT,IT Manager,12565,Male,+233201903300,2024-06-27
Afia,Mensah,afia.mensah.372@thenoveltyconcepts.com,Legal,Compliance Officer,9724,Female,+233205711169,2022-03-10
Samuel,Mensah,samuel.mensah.373@thenoveltyconcepts.com,Sales,Sales Representative,8894,Male,+233206270827,2021-03-09
Kow,Kwarteng,kow.kwarteng.374@thenoveltyconcepts.com,Legal,Legal Assistant,6413,Male,+233203258889,2021-02-12
Ebenezer,Kwarteng,ebenezer.kwarteng.375@thenoveltyconcepts.com,Marketing,Content Creator,6295,Male,+233202937618,2025-09-20
Emmanuel,Asare,emmanuel.asare.376@thenoveltyconcepts.com,Operations,Head of Operations,23919,Female,+233202243366,2019-03-03
Yaw,Sarpong,yaw.sarpong.377@thenoveltyconcepts.com,Operations,Facility Coordinator,7559,Male,+233208089021,2024-09-04
Kwaku,Amankwah,kwaku.amankwah.378@thenoveltyconcepts.com,Sales,Account Executive,8882,Male,+233209270613,2018-10-24
Blessing,Mensah,blessing.mensah.379@thenoveltyconcepts.com,HR,Benefits Coordinator,5703,Female,+233204841478,2024-08-04
Kojo,Turkson,kojo.turkson.380@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,4177,Female,+233208817102,2022-03-19
Nana,Oppong,nana.oppong.381@thenoveltyconcepts.com,Operations,Logistics Coordinator,6820,Female,+233205518962,2020-02-17
Kwame,Mensah,kwame.mensah.382@thenoveltyconcepts.com,Marketing,Content Creator,9881,Female,+233208527825,2019-04-24
Gifty,Yiadom,gifty.yiadom.383@thenoveltyconcepts.com,Sales,Sales Representative,8686,Male,+233205127111,2024-05-24
Daniel,Yiadom,daniel.yiadom.384@thenoveltyconcepts.com,IT,DevOps Engineer,10068,Male,+233203639229,2019-02-05
Abigail,Turkson,abigail.turkson.385@thenoveltyconcepts.com,Operations,Logistics Coordinator,9304,Male,+233207174639,2021-06-23
Rita,Turkson,rita.turkson.386@thenoveltyconcepts.com,Marketing,SEO Specialist,7598,Male,+233208328623,2019-12-10
Maame,Adu,maame.adu.387@thenoveltyconcepts.com,Legal,Legal Assistant,3930,Male,+233201687455,2019-11-29
Blessing,Yeboah,blessing.yeboah.388@thenoveltyconcepts.com,Legal,Paralegal,5984,Male,+233209288247,2017-07-03
Adjoa,Baah,adjoa.baah.389@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9862,Female,+233209436907,2025-04-11
