email,title,description,status,progress
maame.appiah.164@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
akua.nkansah.768@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,58
akua.nkansah.768@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,83
akua.nkansah.768@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
nana.tetteh.1330@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,40
akosua.oppong.1514@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
akosua.oppong.1514@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,22
kow.baah.490@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kow.baah.490@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,39
blessing.mensah.379@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,29
kwaku.acheampong.40@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaa.gyamfi.1036@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
akua.owusu.1211@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
akua.owusu.1211@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,20
akua.owusu.1211@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
gifty.yeboah.1534@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
gifty.yeboah.1534@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,13
isaac.yeboah.1470@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,19
isaac.yeboah.1470@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
michael.sarpong.1805@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
maame.bonsu.944@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
yaa.sarpong.44@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
yaa.sarpong.44@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
nana.bonsu.577@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,61
nana.bonsu.577@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
abena.asare.1411@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,29
abena.asare.1411@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
abena.asare.1411@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwesi.adjei.1296@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,84
kwesi.adjei.1296@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kwesi.adjei.1296@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.quansah.613@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
daniel.quansah.613@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.quansah.613@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kwesi.yiadom.1629@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
ebenezer.amankwah.1477@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
ebenezer.amankwah.1477@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
prince.tetteh.354@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
emmanuel.adjei.1416@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kofi.owusu.368@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kofi.owusu.368@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kofi.owusu.368@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,52
kow.turkson.351@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaw.turkson.867@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
abigail.adu.238@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
abigail.adu.238@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,84
michael.turkson.27@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
patricia.nkansah.1215@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kwaku.gyamfi.899@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
samuel.oppong.277@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
yaa.baah.154@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,50
yaa.baah.154@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
prince.appiah.820@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
prince.appiah.820@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,47
prince.appiah.820@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,44
kojo.sarpong.648@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,46
daniel.acheampong.163@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,61
rita.baah.972@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
rita.baah.972@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,81
samuel.quansah.1403@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,25
samuel.quansah.1403@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
patricia.annan.81@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
maame.annan.1005@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
maame.annan.1005@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
maame.annan.1005@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,42
maame.donkor.1208@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
maame.donkor.1208@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
patricia.oppong.17@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
patricia.oppong.17@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,15
patricia.oppong.17@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,33
patricia.yiadom.1678@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
patricia.yiadom.1678@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
samuel.owusu.407@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kojo.tetteh.1600@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kojo.tetteh.1600@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kojo.tetteh.1600@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
adjoa.kwarteng.556@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
adjoa.kwarteng.556@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
adjoa.kwarteng.556@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
daniel.oppong.589@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
daniel.oppong.589@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kow.oppong.1024@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kow.oppong.1024@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kow.oppong.1024@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
adjoa.sarpong.178@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,60
adjoa.sarpong.178@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
adjoa.sarpong.178@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwaku.adjei.1418@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,68
kwaku.adjei.1418@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
ebenezer.adjei.353@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,35
kofi.frimpong.1201@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kofi.frimpong.1201@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kofi.frimpong.1201@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
adjoa.nkansah.1618@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
adjoa.nkansah.1618@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
adjoa.nkansah.1618@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
afia.osei.95@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
afia.osei.95@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
prince.turkson.463@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
prince.turkson.463@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
gifty.donkor.1886@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
maame.turkson.96@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwaku.frimpong.1997@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kwaku.frimpong.1997@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,47
adjoa.adjei.1671@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
daniel.quansah.679@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.quansah.679@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kojo.adjei.1737@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
blessing.quansah.1533@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
blessing.quansah.1533@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,20
blessing.quansah.1533@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
akua.bonsu.1824@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
akua.bonsu.1824@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,36
akua.bonsu.1824@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,11
abigail.tetteh.854@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
abigail.tetteh.854@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
michael.adjei.209@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
abigail.osei.275@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,35
abigail.osei.275@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
abigail.osei.275@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
michael.amankwah.334@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
michael.amankwah.334@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,24
michael.amankwah.334@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
rita.annan.487@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
rita.annan.487@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
samuel.asare.1299@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
emmanuel.owusu.1320@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
emmanuel.owusu.1320@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kow.bonsu.830@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
kow.bonsu.830@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
ebenezer.boateng.1130@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
ebenezer.boateng.1130@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
ebenezer.boateng.1130@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kwame.tetteh.20@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kwame.tetteh.20@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
rita.yiadom.130@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
blessing.boateng.1250@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaa.bonsu.796@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
kwesi.asare.1996@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,12
kwesi.asare.1996@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
isaac.gyamfi.747@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
adjoa.yeboah.325@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
adjoa.yeboah.325@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
daniel.oppong.1878@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaw.baah.467@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
yaw.baah.467@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
yaw.baah.467@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwame.amankwah.1082@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,24
akosua.frimpong.1405@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
akosua.frimpong.1405@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,22
akosua.frimpong.1405@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,21
emmanuel.kwarteng.1844@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
emmanuel.kwarteng.1844@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
prince.acheampong.1921@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
prince.acheampong.1921@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kwesi.owusu.1025@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwesi.owusu.1025@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kwesi.owusu.1025@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abena.acheampong.531@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abena.acheampong.531@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,73
abena.acheampong.531@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
ama.acheampong.566@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
maame.tetteh.1057@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,11
maame.tetteh.1057@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
maame.tetteh.1057@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kwaku.amankwah.737@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
